# 回归夹具：手雷制导弹道（computeHomingTrajectory）
#
# 由差分模糊测试器捞出（原 fuzz seed=110）。锁定的缺陷：CFR 在 tjge.l.f() 尾部**反编译有误**，
# 把 `n4 /= n` 沉进了三元的 false 分支；真字节码是无条件先除再进分支（javap 214-237）。
# port 曾照抄 CFR → 手雷 targetVelY 从 -1142（近乎平飞）变成 -29696（每帧窜高29px、三帧飞出屏幕）。
#
# ⚠️ 现有 behavior-net golden **覆盖不到**此路径（既有场景只开武器0=导弹，不走
# computeHomingTrajectory），故必须靠本夹具 + jvm-oracle 对拍锚定，否则重构再踩没人拦。
# 跑法：packages/jvm-oracle/diff.sh --script regress/game1-grenade-homing.txt 1
seed=12345
frames=400
100,48,1
101,48,0
150,-2,1
160,-2,0
169,57,1
172,57,0
176,57,1
177,57,0
186,56,1
188,56,0
198,-4,1
209,-4,0
219,57,1
224,57,0
227,-3,1
235,-3,0
243,57,1
251,57,0
259,-5,1
267,-5,0
268,-2,1
277,-2,0
287,-2,1
294,-2,0
304,5,1
307,5,0
317,55,1
320,55,0
322,6,1
323,6,0
326,57,1
328,57,0
330,56,1
339,56,0
345,42,1
347,42,0
356,48,1
363,48,0
364,42,1
373,42,0
378,6,1
386,6,0
387,-3,1
398,-3,0
