# game1 关卡3 完整通关：打穿 9 波相机锁 boss(AtvVehicleBoss) → 爬梯到 RescueNpc → GoalCutscene(19) → MissionComplete(16)
#
# 覆盖此前从未与原版对拍过的**结算/通关渲染**（含时钟驱动的耗时显示）。见 coverage/game1-beat-level3.cover。
# 由 packages/behavior-net 的闭环反应式 boss 控制器录制（真物理 sim 逐帧读状态决策、录键位；已删）：
#   入关(save=3,3,1+Continue) → 一路远程敌+桶谜题(vault 翻越)+血包回血 → boss 竞技场(col~72,hp9)
#   → 打法：静止窗口开火(weapon0 导弹,换弹免费=无限弹)、蹲伏躲 boss 导弹、每波结算前 boss 左冲刺时
#     「面左+起跳(leapleft)」腾空躲冲刺 → 20 击打穿 → 相机解锁 → 爬 col82 梯 → col85 RescueNpc 着地。
# 机制全部 file:line 钉死于 docs/jvm-oracle-保真审计.md。跑法：diff.sh --script regress/game1-beat-level3.txt 1
seed=12345
frames=900
save=3,3,1
100,6,1
101,6,0
130,48,1
131,48,0
232,48,1
237,5,1
242,5,1
247,5,1
252,5,1
257,5,1
262,5,1
267,2,1
272,1,1
273,5,1
277,5,1
282,5,1
287,5,1
292,5,1
297,5,1
302,5,1
307,1,1
312,49,1
317,1,1
318,5,1
322,5,1
327,5,1
332,1,1
333,5,1
337,1,1
342,1,1
347,1,1
352,1,1
357,48,1
362,2,1
367,1,1
368,5,1
372,5,1
377,1,1
382,1,1
387,1,1
388,5,1
392,1,1
397,1,1
402,5,1
407,5,1
412,5,1
417,5,1
422,5,1
427,5,1
432,5,1
437,1,1
438,5,1
442,1,1
447,1,1
453,5,1
454,2,1
455,2,1
456,2,1
457,2,1
458,2,1
459,2,1
460,2,1
461,2,1
462,2,1
463,2,1
464,2,1
465,2,1
466,2,1
467,5,0
468,5,0
469,5,0
470,5,0
471,5,0
472,5,0
473,5,0
474,5,0
475,5,0
476,5,0
477,5,0
478,5,0
479,5,0
480,5,0
481,5,0
482,5,0
483,5,0
484,5,0
485,5,0
486,5,0
487,5,0
488,5,0
489,5,0
490,5,0
491,5,0
492,5,0
493,48,1
494,48,1
495,48,1
496,48,1
497,48,1
498,48,1
499,48,1
500,48,1
501,48,1
502,48,1
503,48,1
504,48,1
505,48,1
506,48,1
507,48,1
508,48,1
509,48,1
510,48,1
511,6,1
512,6,1
513,6,1
514,6,1
515,6,1
516,48,1
517,48,1
518,48,1
519,48,1
520,48,1
521,5,0
522,5,0
523,5,0
524,51,1
525,5,0
526,5,0
527,5,0
528,6,1
529,6,1
530,6,1
531,6,1
532,6,1
533,5,0
534,5,0
535,51,1
536,5,0
537,5,0
538,5,0
539,5,0
540,5,0
541,5,0
542,5,0
543,5,0
544,5,0
545,6,1
546,6,1
547,6,1
548,6,1
549,6,1
550,6,1
551,6,1
552,5,1
553,5,1
554,5,1
555,48,1
556,48,1
557,48,1
558,48,1
559,48,1
560,48,1
561,48,1
562,6,1
563,6,1
564,6,1
565,6,1
566,6,1
567,48,1
568,48,1
569,48,1
570,48,1
571,48,1
572,48,1
573,48,1
574,48,1
575,48,1
576,48,1
577,48,1
578,48,1
579,6,1
580,6,1
581,6,1
582,6,1
583,6,1
584,2,1
585,2,1
586,5,0
587,1,1
588,1,1
589,1,1
590,1,1
591,1,1
592,1,1
593,1,1
594,1,1
595,1,1
596,1,1
597,1,1
598,1,1
599,1,1
600,1,1
601,1,1
602,1,1
603,1,1
604,5,0
605,5,0
606,5,0
607,5,0
608,5,0
609,5,0
610,5,0
611,5,0
612,5,0
613,5,0
614,5,0
615,5,0
616,5,0
617,5,0
618,5,0
619,5,0
620,5,0
621,5,0
622,5,0
623,5,0
624,5,0
625,5,0
626,5,0
627,5,0
628,5,1
629,5,1
630,5,1
631,5,1
632,5,1
633,5,1
634,5,1
635,48,1
636,48,1
637,48,1
638,48,1
639,48,1
640,48,1
641,48,1
642,48,1
643,48,1
644,48,1
645,5,0
646,5,0
647,6,1
648,6,1
649,6,1
650,6,1
651,6,1
652,6,1
653,5,0
654,5,0
655,51,1
656,2,1
657,2,1
658,5,0
659,1,1
660,1,1
661,1,1
662,1,1
663,1,1
664,1,1
665,1,1
666,1,1
667,1,1
668,1,1
669,1,1
670,1,1
671,1,1
672,1,1
673,1,1
674,1,1
675,1,1
676,5,0
677,5,0
678,51,1
679,5,0
680,5,0
681,5,0
682,5,0
683,5,0
684,5,0
685,5,0
686,5,0
687,5,0
688,5,0
689,5,0
690,5,0
691,5,0
692,5,0
693,5,0
694,5,0
695,5,0
696,5,0
697,5,0
698,5,1
699,5,1
700,5,1
701,5,1
702,5,1
703,5,1
